0.00484085 1024817
0.000460841 1024817
0 1024817
0.0342315 1024817
0.0112982 1024817
0.0499122 1024817
0.0244318 1024817
0.0296082 1024817
0.00126535 1024817
0.0331491 1024817
0.0134064 10248169
0.0100807 10248169
0.0210126 10248169
0.0180759 10248169
0.0104892 10248169
0.0104163 10248169
0.0252251 10248169
0.0137007 10248169
0.00878048 10248169
0.0103582 10248169
0.0129665 102481694
0.0125719 102481694
0.0103284 102481694
0.0149636 102481694
0.0120996 102481694
0.0140113 102481694
0.0130012 102481694
0.0140536 102481694
0.013724 102481694
0.0114751 102481694
