3.43058 0
10.3123 0
5.90413 0
5.17932 0
3.49378 0
5.33226 0
4.77474 0
5.58228 0
5.68078 0
6.61685 0
0.189859 70
0.9184 70
0.388719 70
0 70
0 70
0.772392 70
0.233393 70
0.397752 70
0.239042 70
0.0557692 70
0.345264 140
0.514031 140
0 140
0 140
0 140
0.287767 140
0.370226 140
0 140
0.572336 140
0 140
0 210
0.574321 210
0.355695 210
0 210
0.596766 210
0 210
0.762306 210
0.210732 210
0.316681 210
0 210
0 280
0 280
0 280
0 280
0 280
0 280
0 280
0 280
0.321485 280
0.537159 280
0 350
0 350
0.314263 350
0 350
0.132771 350
0 350
0 350
0 350
0.0128197 350
0 350
0 420
0 420
0 420
0 420
0 420
0 420
0 420
0 420
0 420
0 420
0 490
0 490
0 490
0 490
0 490
0 490
0 490
0 490
0 490
0 490
0 560
0 560
0 560
0 560
0 560
0 560
0 560
0 560
0 560
0 560
0 630
0 630
0 630
0 630
0 630
0 630
0 630
0 630
0 630
0 630
0 700
0 700
0 700
0 700
0 700
0 700
0 700
0 700
0 700
0 700
0 770
0 770
0 770
0 770
0 770
0 770
0 770
0 770
0 770
0 770
0 840
0 840
0 840
0 840
0 840
0 840
0 840
0 840
0 840
0 840
0 910
0 910
0 910
0 910
0 910
0 910
0 910
0 910
0 910
0 910
0 980
0 980
0 980
0 980
0 980
0 980
0 980
0 980
0 980
0 980
