5.29015 0
5.12981 0
5.31949 0
5.31536 0
5.20729 0
5.15593 0
5.29049 0
5.33901 0
5.28581 0
5.24381 0
0.492115 70
0.522697 70
0.572315 70
0.565164 70
0.519861 70
0.53617 70
0.566798 70
0.575608 70
0.563619 70
0.526233 70
0.194582 140
0.211789 140
0.182045 140
0.18578 140
0.189686 140
0.179294 140
0.207414 140
0.182489 140
0.210717 140
0.212205 140
0.0991182 210
0.0956363 210
0.106976 210
0.103318 210
0.104585 210
0.0991263 210
0.109873 210
0.0976094 210
0.0688332 210
0.103542 210
0.0655289 280
0.0577423 280
0.0541303 280
0.046691 280
0.048173 280
0.0558948 280
0.0454064 280
0.0385866 280
0.0656534 280
0.0444525 280
0.0405234 350
0.0501797 350
0.0512571 350
0.036461 350
0.0385326 350
0.0334307 350
0.0377526 350
0.038821 350
0.0401145 350
0.0355684 350
0.0298874 420
0.024971 420
0.0332203 420
0.0285339 420
0.0374557 420
0.0371171 420
0.0335462 420
0.0310866 420
0.039207 420
0.0266255 420
0.018591 490
0.0237378 490
0.0150989 490
0.0193679 490
0.0151119 490
0.0110376 490
0.0249103 490
0.0145813 490
0.0190947 490
0.024556 490
0.0151082 560
0.015754 560
0.0149471 560
0.0167959 560
0.0229038 560
0.0176854 560
0.0192035 560
0.0116006 560
0.0102136 560
0.0081443 560
0.0177495 630
0.0152905 630
0.0126547 630
0.0087599 630
0.0151399 630
0.00871212 630
0.0142465 630
0.0154387 630
0.0146366 630
0.0137769 630
0.00200599 700
0.0114561 700
0.00592961 700
0.00663638 700
0.0158522 700
0.00656354 700
0.0166822 700
0.00896761 700
0.00962873 700
0.00880522 700
0.00658862 770
0.00754247 770
0.0105025 770
0.00469179 770
0.0101638 770
0.0108046 770
0.00702045 770
0.0137976 770
0.00955205 770
0.0080364 770
0.00578151 840
0.00613504 840
0.00173971 840
0.00643027 840
0.00555241 840
0.00889008 840
0.00853413 840
0.0112426 840
0.00644207 840
0.005502 840
0.00743537 910
0.00788283 910
0.0062779 910
0.000695956 910
0.00611436 910
0.0114816 910
0.00444149 910
0.00532351 910
0.00348695 910
0.00489868 910
0.00869498 980
0.00277661 980
0.012165 980
0.0053541 980
0.00978901 980
0.00635684 980
0.00285278 980
0.00459626 980
0.00399938 980
0.00343003 980
