0 0 0.000201469
0 5 0.000102617
0 10 0.000589606
0 15 0.000650643
0 20 0.00133391
0 25 0.00152312
0 30 0.00235954
0 35 0.00384953
0 40 0.0055146
0 45 0.00745985
0 50 0.00770922
0 55 0.00876448
0 60 0.0071163
0 65 0.0040112
0 70 0.0024582
0 75 0.00109563
0 80 0.00150031
0 85 0.000423307
0 90 0.000163724
0 95 0.000243126
0 100 0.000432514
5 0 0.000194294
5 5 0.000572366
5 10 0.000300645
5 15 0.00113619
5 20 0.00163682
5 25 0.00502913
5 30 0.00885024
5 35 0.0128717
5 40 0.0171223
5 45 0.0196675
5 50 0.0204833
5 55 0.0214092
5 60 0.0179382
5 65 0.0148187
5 70 0.00916915
5 75 0.00714691
5 80 0.00261769
5 85 0.000852326
5 90 0.00126607
5 95 0.000765506
5 100 0.000398135
10 0 0.000436099
10 5 0.000723728
10 10 0.00119425
10 15 0.00382945
10 20 0.00781339
10 25 0.0115408
10 30 0.0199688
10 35 0.0241239
10 40 0.0277942
10 45 0.035378
10 50 0.0341602
10 55 0.033549
10 60 0.0332114
10 65 0.0270234
10 70 0.0230764
10 75 0.0159693
10 80 0.00977108
10 85 0.0026595
10 90 0.00127008
10 95 0.000598764
10 100 0.000554287
15 0 0.000665919
15 5 0.00112453
15 10 0.00306595
15 15 0.00915148
15 20 0.0169045
15 25 0.0289642
15 30 0.0290462
15 35 0.0407697
15 40 0.0422317
15 45 0.0464981
15 50 0.0415048
15 55 0.0418386
15 60 0.0384788
15 65 0.0383131
15 70 0.0306222
15 75 0.0252948
15 80 0.0155102
15 85 0.00910548
15 90 0.00394601
15 95 0.00141223
15 100 0.000734385
20 0 0.000887991
20 5 0.00234179
20 10 0.00829192
20 15 0.0183412
20 20 0.0312936
20 25 0.037056
20 30 0.0401389
20 35 0.0420207
20 40 0.0417283
20 45 0.0457096
20 50 0.0436649
20 55 0.0437997
20 60 0.0427679
20 65 0.0430977
20 70 0.0441773
20 75 0.0347211
20 80 0.0271831
20 85 0.0188475
20 90 0.00871485
20 95 0.00235309
20 100 0.000664527
25 0 0.0010649
25 5 0.00534777
25 10 0.0168344
25 15 0.024608
25 20 0.0354702
25 25 0.0463305
25 30 0.0450206
25 35 0.0466953
25 40 0.0476683
25 45 0.0453498
25 50 0.0468126
25 55 0.043151
25 60 0.0451093
25 65 0.0459516
25 70 0.0429212
25 75 0.0450548
25 80 0.0406288
25 85 0.0232767
25 90 0.0140573
25 95 0.00576888
25 100 0.00170986
30 0 0.00254727
30 5 0.00897482
30 10 0.0215001
30 15 0.0351963
30 20 0.0434356
30 25 0.0463712
30 30 0.0452559
30 35 0.0477068
30 40 0.0405869
30 45 0.0434264
30 50 0.0417264
30 55 0.0439626
30 60 0.0482885
30 65 0.0425839
30 70 0.0461373
30 75 0.0421767
30 80 0.0428091
30 85 0.0341405
30 90 0.0173847
30 95 0.00932747
30 100 0.00260625
35 0 0.00390026
35 5 0.0159594
35 10 0.0260693
35 15 0.0383493
35 20 0.0433757
35 25 0.0435733
35 30 0.0410733
35 35 0.0417818
35 40 0.0469255
35 45 0.0461788
35 50 0.0424244
35 55 0.0476181
35 60 0.0467398
35 65 0.0427639
35 70 0.0487853
35 75 0.0448786
35 80 0.0434572
35 85 0.038068
35 90 0.0280621
35 95 0.0135237
35 100 0.00460671
40 0 0.00597452
40 5 0.0213835
40 10 0.031829
40 15 0.0436988
40 20 0.0421393
40 25 0.0416092
40 30 0.0443561
40 35 0.0447758
40 40 0.0455636
40 45 0.0434903
40 50 0.0438936
40 55 0.0472118
40 60 0.0445137
40 65 0.0416587
40 70 0.0439391
40 75 0.0448693
40 80 0.0460141
40 85 0.0457024
40 90 0.0300936
40 95 0.0217781
40 100 0.00547479
45 0 0.00866642
45 5 0.0186364
45 10 0.0284275
45 15 0.0437713
45 20 0.0441094
45 25 0.0454583
45 30 0.0495739
45 35 0.0499438
45 40 0.0451391
45 45 0.0435594
45 50 0.0445805
45 55 0.0463367
45 60 0.0451921
45 65 0.0431947
45 70 0.0463686
45 75 0.0424479
45 80 0.0423853
45 85 0.0427815
45 90 0.0331166
45 95 0.0180371
45 100 0.00805716
50 0 0.00920707
50 5 0.0183206
50 10 0.0336141
50 15 0.0426083
50 20 0.0409264
50 25 0.0422977
50 30 0.0428433
50 35 0.0428073
50 40 0.0449099
50 45 0.0441557
50 50 0.0448498
50 55 0.0489676
50 60 0.0451952
50 65 0.0468527
50 70 0.044374
50 75 0.0428335
50 80 0.0416939
50 85 0.0412337
50 90 0.0305916
50 95 0.0234562
50 100 0.00804939
55 0 0.0083634
55 5 0.0179171
55 10 0.0303527
55 15 0.0420701
55 20 0.0416633
55 25 0.0420203
55 30 0.0395702
55 35 0.0428224
55 40 0.0435968
55 45 0.0449949
55 50 0.0490584
55 55 0.045036
55 60 0.044649
55 65 0.042398
55 70 0.0441348
55 75 0.0445919
55 80 0.0432102
55 85 0.0387744
55 90 0.0328849
55 95 0.0211331
55 100 0.00846707
60 0 0.00579991
60 5 0.0164676
60 10 0.0318555
60 15 0.0389144
60 20 0.0410436
60 25 0.04711
60 30 0.0437457
60 35 0.045356
60 40 0.0451101
60 45 0.0468394
60 50 0.0439033
60 55 0.0470296
60 60 0.0450457
60 65 0.0437234
60 70 0.0432906
60 75 0.0428444
60 80 0.0435605
60 85 0.0437836
60 90 0.0322091
60 95 0.0180516
60 100 0.00583079
65 0 0.00457462
65 5 0.014671
65 10 0.024052
65 15 0.038933
65 20 0.0424899
65 25 0.039197
65 30 0.0410748
65 35 0.0478248
65 40 0.0448383
65 45 0.0432039
65 50 0.0453492
65 55 0.044054
65 60 0.0490854
65 65 0.0435691
65 70 0.0500881
65 75 0.0456733
65 80 0.0391941
65 85 0.0367141
65 90 0.0233379
65 95 0.0156525
65 100 0.00429339
70 0 0.00220561
70 5 0.00974395
70 10 0.0196346
70 15 0.0331836
70 20 0.0411438
70 25 0.0426913
70 30 0.0460147
70 35 0.0459218
70 40 0.0465154
70 45 0.0435263
70 50 0.045076
70 55 0.0435441
70 60 0.049749
70 65 0.0418441
70 70 0.0437566
70 75 0.0436989
70 80 0.0439593
70 85 0.0315478
70 90 0.0213463
70 95 0.0110621
70 100 0.00308452
75 0 0.000925513
75 5 0.00670729
75 10 0.0175467
75 15 0.027221
75 20 0.032286
75 25 0.0384297
75 30 0.0419811
75 35 0.0419964
75 40 0.0408937
75 45 0.0420955
75 50 0.0450196
75 55 0.0426747
75 60 0.0493133
75 65 0.0431471
75 70 0.0446562
75 75 0.0441952
75 80 0.0324779
75 85 0.0224684
75 90 0.0149092
75 95 0.00667644
75 100 0.00135895
80 0 0.000997563
80 5 0.00229577
80 10 0.0104655
80 15 0.0184138
80 20 0.026908
80 25 0.0360721
80 30 0.0389067
80 35 0.0447612
80 40 0.040959
80 45 0.0453059
80 50 0.0445596
80 55 0.0419122
80 60 0.0455966
80 65 0.0410276
80 70 0.0413279
80 75 0.0381025
80 80 0.0268106
80 85 0.0169447
80 90 0.00822463
80 95 0.00258434
80 100 0.000669143
85 0 0.000436253
85 5 0.0015206
85 10 0.00257044
85 15 0.00973658
85 20 0.0183034
85 25 0.0236881
85 30 0.0301226
85 35 0.0408654
85 40 0.0405972
85 45 0.0437204
85 50 0.0438079
85 55 0.0371123
85 60 0.04129
85 65 0.0348761
85 70 0.0300298
85 75 0.0258589
85 80 0.0180423
85 85 0.010414
85 90 0.00269751
85 95 0.000919556
85 100 0.000843802
90 0 0.00054051
90 5 0.000905935
90 10 0.000807942
90 15 0.00389188
90 20 0.00842606
90 25 0.0153111
90 30 0.0228398
90 35 0.0250135
90 40 0.0277276
90 45 0.0299177
90 50 0.033986
90 55 0.0316166
90 60 0.0305969
90 65 0.0286177
90 70 0.0205502
90 75 0.0144673
90 80 0.00773044
90 85 0.00315582
90 90 0.00184197
90 95 0.000733134
90 100 0.000830099
95 0 0.000500494
95 5 0.000808292
95 10 0.000862243
95 15 0.000594942
95 20 0.00250927
95 25 0.0048613
95 30 0.0115246
95 35 0.0128488
95 40 0.0190678
95 45 0.0194977
95 50 0.0212301
95 55 0.0210984
95 60 0.0172945
95 65 0.0141932
95 70 0.0105605
95 75 0.00649776
95 80 0.00240666
95 85 0.0014726
95 90 0.000818331
95 95 0.00117825
95 100 0.00081544
100 0 0.000226444
100 5 0.000358598
100 10 0.000439681
100 15 0.000892592
100 20 0.00118274
100 25 0.00155853
100 30 0.00238011
100 35 0.0035178
100 40 0.00592665
100 45 0.00788526
100 50 0.00899848
100 55 0.00778833
100 60 0.00634225
100 65 0.00412387
100 70 0.00207549
100 75 0.00125444
100 80 0.000691152
100 85 0.000824749
100 90 0.000911268
100 95 0.000428676
100 100 0.000149462
