0 0 0.000193733
0 5 0.000174109
0 10 0.000417954
0 15 0.000187028
0 20 0.000256199
0 25 0.000783912
0 30 0.000255594
0 35 0.0006621
0 40 0.000557231
0 45 0.000767316
0 50 0.000476826
0 55 0.000931125
0 60 0.000463653
0 65 0.00056849
0 70 0.00070633
0 75 0.000428196
0 80 0.000305795
0 85 0.000311011
0 90 0.000500287
0 95 0.000549384
0 100 0.000156102
5 0 0.000327931
5 5 0.00034228
5 10 0.000149886
5 15 0.000818679
5 20 0.00044147
5 25 0.00088211
5 30 0.000769364
5 35 0.000771984
5 40 0.000751366
5 45 0.00106188
5 50 0.00129241
5 55 0.00102528
5 60 0.000906334
5 65 0.000505229
5 70 0.000576838
5 75 0.000349136
5 80 0.00064545
5 85 0.000239338
5 90 0.00036041
5 95 9.22483e-05
5 100 0.000417708
10 0 0.000381604
10 5 0.000427986
10 10 0.000262662
10 15 0.000666034
10 20 0.00106563
10 25 0.00115311
10 30 0.000561225
10 35 0.000535017
10 40 0.00171214
10 45 0.00152433
10 50 0.00108345
10 55 0.00143368
10 60 0.00141713
10 65 0.000653825
10 70 0.000953662
10 75 0.000316241
10 80 0.000531048
10 85 0.000623521
10 90 0.000380961
10 95 0.000784487
10 100 0.000204195
15 0 0.00058414
15 5 0.000243075
15 10 0.000296569
15 15 0.00065745
15 20 0.00094318
15 25 0.00121137
15 30 0.00140702
15 35 0.0021014
15 40 0.0018251
15 45 0.00315426
15 50 0.00330002
15 55 0.0022685
15 60 0.00187128
15 65 0.0017811
15 70 0.00149423
15 75 0.000920425
15 80 0.000808456
15 85 0.000559327
15 90 0.000249561
15 95 0.000569952
15 100 0.000239913
20 0 0.000851979
20 5 0.000865179
20 10 0.000361869
20 15 0.00119817
20 20 0.00120899
20 25 0.0020268
20 30 0.00211669
20 35 0.00340231
20 40 0.00861836
20 45 0.018093
20 50 0.0211549
20 55 0.0166997
20 60 0.00740916
20 65 0.00416833
20 70 0.00271589
20 75 0.00200319
20 80 0.00141664
20 85 0.00092255
20 90 0.00050934
20 95 0.000524789
20 100 0.000216185
25 0 0.000326553
25 5 0.000381778
25 10 0.00104402
25 15 0.00128953
25 20 0.00194939
25 25 0.00243755
25 30 0.0059842
25 35 0.0298099
25 40 0.0608507
25 45 0.0877745
25 50 0.0887959
25 55 0.0810766
25 60 0.0648157
25 65 0.0289893
25 70 0.00766211
25 75 0.00163293
25 80 0.00163404
25 85 0.00117756
25 90 0.00101608
25 95 0.000753046
25 100 0.000391727
30 0 0.000418502
30 5 0.000663111
30 10 0.000946621
30 15 0.00204729
30 20 0.00214203
30 25 0.0074867
30 30 0.041992
30 35 0.0909785
30 40 0.133815
30 45 0.140872
30 50 0.140036
30 55 0.144051
30 60 0.122733
30 65 0.0926994
30 70 0.0406154
30 75 0.00876945
30 80 0.00261812
30 85 0.00117694
30 90 0.00056323
30 95 0.00145655
30 100 0.000636336
35 0 0.000429543
35 5 0.000837105
35 10 0.00198886
35 15 0.00131764
35 20 0.00356837
35 25 0.0274898
35 30 0.0839975
35 35 0.134215
35 40 0.145296
35 45 0.149507
35 50 0.149829
35 55 0.143032
35 60 0.142727
35 65 0.137814
35 70 0.0949036
35 75 0.0280183
35 80 0.00401262
35 85 0.00164083
35 90 0.00104664
35 95 0.000931958
35 100 0.000557906
40 0 0.00033912
40 5 0.00102518
40 10 0.00182952
40 15 0.00183989
40 20 0.00898993
40 25 0.0536982
40 30 0.133797
40 35 0.14576
40 40 0.149923
40 45 0.149652
40 50 0.152226
40 55 0.141855
40 60 0.144192
40 65 0.147893
40 70 0.126865
40 75 0.0589082
40 80 0.00807184
40 85 0.00254607
40 90 0.00125763
40 95 0.000560209
40 100 0.0001676
45 0 0.000832293
45 5 0.000778608
45 10 0.00163363
45 15 0.00284675
45 20 0.0165849
45 25 0.0839856
45 30 0.137048
45 35 0.149305
45 40 0.151154
45 45 0.153975
45 50 0.154499
45 55 0.147563
45 60 0.159818
45 65 0.154778
45 70 0.138873
45 75 0.082606
45 80 0.0171093
45 85 0.00200665
45 90 0.00164441
45 95 0.00138249
45 100 0.000857694
50 0 0.000612347
50 5 0.00116016
50 10 0.00116553
50 15 0.00229173
50 20 0.0214544
50 25 0.0935729
50 30 0.131756
50 35 0.146612
50 40 0.158287
50 45 0.154921
50 50 0.152936
50 55 0.153911
50 60 0.144115
50 65 0.156358
50 70 0.150166
50 75 0.0923315
50 80 0.0200915
50 85 0.00207012
50 90 0.00160264
